#NEXUS
Begin data;
	DIMENSIONS NTAX=703  NCHAR=1;
  Format datatype=Continuous missing=? gap=-;
	MATRIX
Leptanilla_RSA01	14.5907490668128
Parasyscia_conservata	14.2835116297534
Acanthoponera_minor	9.67541631226084
Apterogyna_ZA01	10.3286577441182
Paraponera_dieteri	16.8855875826462
Aglyptacros_cf_sulcatus	21.0208349664598
Anomalomyrma_sp	18.8102623046889
Leptanilla_sp	18.9188988359371
Formica_fusca	21.8498249863517
Aneuretus_simoni	17.6313187744128
Leptanilla_GRE01	19.9445360729302
Vespula_sp	19.0559193452839
Paraponera_clavata	19.5596021219358
Eurymyrmex_geologicus	15.835758095987
Simopone_trita	1.21380961937904
Cerapachys_suscitatus	-0.833915237769415
Cerapachys_CM02	2.23769621746949
Dorylus_GA01	7.37657735681764
Acanthostichus_davisi	7.78010504238615
Aenictus_sp1	4.97358619795487
Aenictus_turneri	6.28676925099638
Leptanilloides_femoralis	3.92332858195709
Cerapachys_augustae	4.2913636526654
Cerapachys_dohertyi	8.70126876934251
Sphinctomyrmex_steinheili	3.09518971693374
Cylindromyrmex_meinerti	3.05118270510972
Cerapachys_TH01	4.83123248844596
Eciton_vagans	12.2717046832437
Labidus_praedator	4.54670149871322
Cerapachys_fragosus	5.45831887108241
Cerapachys_L_MG08	3.48397122066003
Dorylus_mayri	7.02992033590393
Cerapachys_P_MG09	6.10241342695069
Acanthostichus_kirbyi	4.96201526243379
Acanthostichus_punctiscapus	5.04209283839499
Cerapachys_L_MG04	13.9317174120969
Simopone_oculata	15.1082699863594
Cerapachys_edentatus	12.5143414609955
Simopone_dryas	7.03514542232691
Cerapachys_foreli	7.81617937740896
Sphinctomyrmex_sp	11.3935791947424
Cerapachys_MG42	7.73979063032866
Cerapachys_nkomoensis	12.0882023062511
Cerapachys_LK02	5.60933307610007
Cerapachys_paradoxus	4.50430134416306
Cerapachys_MG43	6.67187870089978
Cerapachys_MG03	5.66537258810655
Simopone_conradti	4.6752644126926
Dorylus_helvolus	6.93243534210336
Labidus_spininodis	6.04333788393547
Aenictus_GA03	5.94032097397388
Cerapachys_sexspinus	6.0843882751846
Aenictogiton_ZM02	6.09224220793589
Sphinctomyrmex_CM01	6.77859462689922
Aenictogiton_ZAM02	5.56962751571956
Vicinopone_conciliatrix	5.17497937961512
Dorylus_wilverthi	21.9115349990185
Cerapachys_jacobsoni	19.8582475941789
Aenictus_eugenii	18.8211321534115
Cerapachys_KH02	18.7542412744619
Cerapachys_desposyne	18.1722619277114
Dorylus_laevigatus	19.5531794543745
Stegomyrmex_manni	19.1049671398702
Cerapachys_typhlus	10.7146227920751
Cerapachys_biroi	12.2012882433726
Cerapachys_KH01	12.5214815327168
Aenictogiton_UG01	11.1013235966373
Dorylus_emeryi_opacus	14.8648125298417
Cerapachys_TH02	13.2376511952131
Leptanilloides_nubecula	9.13217246140838
Leptanilloides_nomada	3.39134712674228
Cerapachys_MG39	4.82589034407701
Aenictus_ceylonicus	8.49364477755043
Cerapachys_PG01	7.4446744806784
Neivamyrmex_CR01	4.84222434372946
Aenictus_sp2	4.10046689344526
Sphinctomyrmex_stali	6.4953783650071
Nomamyrmex_esenbeckii	8.36123047042751
Cerapachys_sauteri	7.796636353761
Cerapachys_larvatus	5.77737009348416
Eciton_hamatum	7.83773152577681
Sphinctomyrmex_KE01	7.35425096511996
Leptanilloides_mckennae	11.3702209280591
Cheliomyrmex_morosus_cf	3.65055461073528
Simopone_latiscapa	4.35965408179632
Cerapachys_TH03	4.54798491812419
Leptanilloides_gracilis	5.38869394526614
Cerapachys_MG14	5.26088941397355
Cerapachys_splendens	4.96877223610712
Neivamyrmex_nigrescens	7.17258966076125
Cylindromyrmex_striatus	9.33229840296846
Cerapachys_L_MG11	-0.620103360733254
Simopone_marleyi	6.7289554726842
Cerapachys_LK01	0.912653545514251
Amyrmex_BR01	0.502822097298359
Cerapachys_sylvicola	-0.83450937509946
Proceratium_poinari	14.5323906734413
Strumigenys_schleeorum	11.8786243961732
Martialis_heureka	12.4723014000769
Heteroponera_panamensis	10.9625023672813
Protanilla_sp	11.1412187790087
Aneuretus_sp	13.4929761466593
Opamyrma_hungvuong	20.608666300604
Attopsis_longipes	13.5996117342315
Pachycondyla_minutansata	13.3593925327416
Lasius_ophthalmicus	8.60136906701788
Eulithomyrmex_striatus	10.1078593715221
Prionomyrmex_janzeni	13.5066347710719
Pseudomyrmex_saxulum	18.4300346171022
Tetramorium_kulickae	18.9031610731713
Titanomyrma_gigantea	17.3426607838186
Mianeuretus_eocenicus	17.8409011716206
Titanomyrma_simillima	20.4678355458748
Ypresiomyrma_orbiculata	17.112294694293
Pseudomyrmex_gracilis	11.3617325164284
Pseudomyrmex_apache	16.3295910213028
Myrcidris_epicharis	16.2813141493926
Tetraponera_sp	15.3349433143921
Tetraponera_rufonigra	14.6098727077556
Tetraponera_punctulata	8.53455729694822
Crytopone_elongata	16.6881691890639
Protazteca_eocenica	13.3585507781133
Eulithomyrmex_rugosus	12.3729205690744
Casaleia_orientalis	8.15893589293072
Papyrius_nitidus	5.58709044962317
Axinidris_mlalu	2.8419166884367
Technomyrmex_MAD05	5.43732205332497
Nebothriomyrmex_majeri	5.98901073946017
Linepithema_humile	2.66886497833698
Technomyrmex_anterops	-1.27107896564502
Linepithema_keiteli	-0.896555150710636
Gracilidris_pombero	0.659857539486898
Bothriomyrmex_saundersi	1.09191653803677
Bothriomyrmex_paradoxus	-0.392468869571927
Bothroponera_variolosa	5.68897504832604
Dorymyrmex_bicolor	-3.41926386399789
Liometopum_luctuosum	-5.95658180164116
Azteca_ovaticeps	-7.74755822750941
Anonychomyrma_nitidiceps	-4.9476069859404
Philidris_cordata	-2.3771481334492
Dorymyrmex_elegans	5.39455723203962
Ravavy_miafina	9.51767055575865
Froggattella_latispina	4.37079038623622
Anonychomyrma_itinerans	10.2935486217716
Dolichoderus_erectilobus	-3.30722821871738
Aptinoma_antongil	-3.92826311632527
Doleromyrma_darwiniana	1.4374633236845
Tanipone_zona	0.143167141769136
Tapinoma_sessile	0.151576914358949
Dolichoderus_debilis	2.57864975860147
Dorymyrmex_planidens	4.22296942817534
Tapinoma_opacum	1.95350529962334
Forelius_sp	2.19987965712492
Iridomyrmex_pallidus	2.30050405922481
Bothriomyrmex_meridionalis	5.61283274118618
Arnoldius_AU01	5.57779168150104
